timestamp,name,location,access
2015-06-10T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2015-06-10T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-06-10T13:15:00-04:00,"The Vice President meets with Ukrainian Prime Minister Arseniy Yatsenyuk","Roosevelt Room","Closed Press"
2015-06-10T16:00:00-04:00,"The President meets with Secretary of Defense Carter","Oval Office","Closed Press"
2015-06-09T11:50:00-04:00,"The President delivers remarks at the Catholic Health Association Conference","Washington Marriott Wardman Park","Open to pre-credentialed media"
2015-06-09T13:00:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-06-08T03:00:00-04:00,"The President attends a G-7 meeting on energy and climate","Schloss Elmau - KrÃ¼n","Pool Spray at the Top"
2015-06-08T04:05:00-04:00,"The President holds a bilateral meeting with President Hollande","Schloss Elmau - KrÃ¼n","Pool Spray at the Top"
2015-06-08T04:45:00-04:00,"The President attends a G-7 meeting on terrorism with outreach guests","Schloss Elmau - KrÃ¼n","Closed Press"
2015-06-08T06:25:00-04:00,"The President participates in a family photo with outreach guests","Schloss Elmau - KrÃ¼n","Travel Pool Coverage"
2015-06-08T06:45:00-04:00,"The President attends a working lunch on development issues","Schloss Elmau - KrÃ¼n","Closed Press"
2015-06-08T09:05:00-04:00,"The President holds a bilateral meeting with Prime Minister Haider Al-Abadi","Schloss Elmau - KrÃ¼n","Pool Spray at the Top"
2015-06-08T10:00:00-04:00,"The President holds a press conference","Schloss Elmau - KrÃ¼n","Open Press"
2015-06-08T12:15:00-04:00,"The President departs Germany","Munich Airport","Pooled Press"
2015-06-08T21:05:00-04:00,"The President arrives Joint Base Andrews",,"Travel Pool Coverage"
2015-06-08T21:20:00-04:00,"The President arrives the White House","South Lawn","Open Press"
2015-06-06T08:55:00-04:00,"THE FIRST FAMILY departs the White House en route Joint Base Andrews","South Lawn","Open Press"
2015-06-05T10:30:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-06-05T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-06-04T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-06-04T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-06-04T14:15:00-04:00,"The President honors the World Series Champion San Francisco Giants","East Room","Open to pre-credentialed media"
2015-06-03T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-06-03T12:45:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-06-03T14:15:00-04:00,"The President is interviewed by local news anchors participating in âLive from the White Houseâ","Roosevelt Room",
2015-06-03T17:15:00-04:00,"The President meets with Secretary of the Treasury Lew","Oval Office","Closed Press"
2015-06-02T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-06-02T11:15:00-04:00,"The President awards Army Sergeant William Shemin and Army Private Henry Johnson the Medal of Honor","East Room","Open Press"
2015-06-02T12:30:00-04:00,"Briefing by Press Secretary Josh Earnest",,
2015-06-01T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-06-01T11:05:00-04:00,"The President hosts the King and Queen of the Netherlands","Oval Office","Pool Spray at the Bottom"
2015-06-01T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-06-01T14:10:00-04:00,"The President hosts a discussion with Young Southeast Asian Leaders Initiative Fellows","East Room","Open Press"
2015-05-29T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2015-05-29T13:00:00-04:00,"Briefing by Press Secretary Josh Earnest",,
2015-05-29T15:35:00-04:00,"The President meets with Attorney General Lynch","Oval Office","Pool Spray at the Bottom"
2015-05-28T10:40:00-04:00,"The President tours the National Hurricane Center","National Hurricane Center - Miami","Travel Pool Coverage"
2015-05-28T11:05:00-04:00,"The President receives the annual hurricane season outlook and preparedness briefing","National Hurricane Center - Miami","Pool Spray at the Bottom"
2015-05-28T15:00:00-04:00,"The President departs Miami","Miami International Airport","Open to pre-credentialed media"
2015-05-28T17:15:00-04:00,"The President arrives Joint Base Andrews",,"Travel Pool Coverage"
2015-05-28T17:30:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2015-05-27T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2015-05-27T12:15:00-04:00,"The Vice President delivers remarks on the Russia-Ukraine conflict and its implications for European security","The Brookings Institution","Open Press"
2015-05-27T13:20:00-04:00,"The President departs the White House","South Lawn","Open Press"
2015-05-27T13:35:00-04:00,"The President departs Joint Base Andrews",,"Travel Pool Coverage"
2015-05-27T16:00:00-04:00,"The President arrives Miami, Florida","Miami International Airport","Open to pre-credentialed media"
2015-05-27T16:45:00-04:00,"The President attends a DNC event","Private Residence - Miami","Closed Press"
2015-05-27T19:05:00-04:00,"The President delivers remarks at a DNC event","Private Residence - Miami","Print Pool"
2015-05-26T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2015-05-26T11:00:00-04:00,"The President holds a bilateral meeting with NATO Secretary-General Stoltenberg","Oval Office","Pool Spray at the Bottom"
2015-05-26T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-05-26T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2015-05-26T17:00:00-04:00,"The President meets with Secretary of Health and Human Services Burwell","Oval Office","Closed Press"
2015-05-25T09:15:00-04:00,"The President hosts a breakfast in honor of Memorial Day","State Dining Room","Closed Press"
2015-05-25T11:00:00-04:00,"The President lays a wreath at the Tomb of the Unknown Soldier","Arlington National Cemetery","Open to pre-credentialed media"
2015-05-25T11:20:00-04:00,"The President delivers remarks","Arlington National Cemetery","Open to pre-credentialed media"
2015-05-22T10:00:00-04:00,"The Vice President delivers the commencement address at the United States Naval Academy","Navy-Marine Corps Memorial Stadium","Open Press"
2015-05-22T11:00:00-04:00,"The President delivers remarks","Washington D.C., Adas Israel Congregation","Pooled TV, Open to Correspondents"
2015-05-22T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-05-22T16:05:00-04:00,"The President and the First Lady host the Diplomatic Corps Reception","East Room","Closed Press"
2015-05-21T11:25:00-04:00,"The President holds a bilateral meeting with President Beji Caid Essebsi of Tunisia; the Vice President also attends","Oval Office","Pool Spray at the Bottom"
2015-05-21T13:00:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-05-21T14:05:00-04:00,"The President holds a Cabinet Meeting; the Vice President also attends","Cabinet Room","Pool Spray at the Top"
2015-05-21T20:00:00-04:00,"The Vice President delivers remarks at the Center for American Progress's annual gala","Andrew Mellon Auditorium","Open Press"
2015-05-20T09:05:00-04:00,"The President departs the White House","South Lawn","Open Press"
2015-05-20T09:20:00-04:00,"The President departs Joint Base Andrews",,"Travel Pool Coverage"
2015-05-20T10:30:00-04:00,"The President arrives Groton-New London Airport","Groton-New London Airport","Open to pre-credentialed media"
2015-05-20T11:35:00-04:00,"The President delivers the keynote address at the United States Coast Guard Academy Commencement Exercises","New London - Connecticut","Open to pre-credentialed media"
2015-05-20T14:30:00-04:00,"The President departs New London en route Stamford","Groton-New London Airport","Open to pre-credentialed media"
2015-05-20T15:10:00-04:00,"The President arrives Westchester County Airport","Westchester County Airport","Open to pre-credentialed media"
2015-05-20T16:00:00-04:00,"The President attends a DNC event","Private Residence","Closed Press"
2015-05-20T17:50:00-04:00,"The President departs Westchester County Airport","Westchester County Airport","Open to pre-credentialed media"
2015-05-20T18:50:00-04:00,"The President arrives Joint Base Andrews",,"Travel Pool Coverage"
2015-05-20T19:05:00-04:00,"The President arrives the White House","South Lawn","Open Press"
2015-05-19T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2015-05-19T11:00:00-04:00,"The President signs S. 665, the Rafael Ramos and Wenjian Liu National Blue Alert Act of 2015","Oval Office","Pool Spray"
2015-05-19T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-05-19T16:00:00-04:00,"The President meets with Secretary of Defense Carter; the Vice President also attends","Oval Office","Closed Press"
2015-05-15T11:00:00-04:00,"The President delivers remarks at the National Peace Officersâ Memorial Service","U.S. Capitol","Open to pre-credentialed media"
2015-05-15T13:00:00-04:00,"Press Briefing by Principal Deputy Press Secretary Eric Schultz","James S. Brady Briefing Room",
2015-05-14T10:20:00-04:00,"The President departs the White House","South Lawn","Open Press"
2015-05-14T10:50:00-04:00,"The President arrives at Camp David","Camp David","Closed Press"
2015-05-14T11:05:00-04:00,"The President greets leaders and delegations","Camp David","Closed Press"
2015-05-14T11:15:00-04:00,"The President hosts a working session","Camp David","Pool Spray at the Top"
2015-05-14T12:15:00-04:00,"The President hosts a lunch","Camp David","Closed Press"
2015-05-14T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest and Deputy National Security Advisor for Strategic Communications Ben Rhodes","Press Filing Center at Camp Round Meadow",
2015-05-14T13:35:00-04:00,"The President hosts a second working session","Camp David","Closed Press"
2015-05-14T14:40:00-04:00,"The President and leaders of delegations take individual photos","Camp David","Pooled Press"
2015-05-14T14:50:00-04:00,"The President and leaders of delegations take a group photo","Camp David","Pooled Press"
2015-05-14T15:00:00-04:00,"The President hosts a third working session","Camp David","Closed Press"
2015-05-14T17:00:00-04:00,"The President holds a press conference","Camp David",
2015-05-14T17:55:00-04:00,"The President departs Camp David en route the White House","Camp David","Closed Press"
2015-05-14T18:25:00-04:00,"The President arrives the White House","South Lawn","Open Press"
2015-05-13T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","The Oval Office","Closed Press"
2015-05-13T11:00:00-04:00,"The President holds a bilateral meeting with Crown Prince Mohammed bin Nayef and Deputy Crown Prince Mohammed bin Salman of Saudi Arabia; the Vice President will also attend","The Oval Office","Pool Spray at the Top"
2015-05-13T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2015-05-13T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest","James S. Brady Briefing Room",
2015-05-13T17:30:00-04:00,"The President welcomes leaders and delegations from the Gulf Cooperation Council","South Lawn","Pooled Press"
2015-05-13T18:00:00-04:00,"The President hosts leaders and delegations from the Gulf Cooperation Council for dinner; The Vice President also attends","Blue Room","Closed Press"
2015-05-04T10:45:00-04:00,"The President departs the White House en route Joint Base Andrews","South Lawn","Open Press"
2015-05-04T11:00:00-04:00,"The President departs Joint Base Andrews","Joint Base Andrews","Travel Pool Coverage"
2015-05-04T12:00:00-04:00,"The President arrives New York","John F. Kennedy International Airport","Open to pre-credentialed media"
